,Name,Description,Recipe,Ingredients,Nutrition Facts,Video Link
2683,Hot Peppermint Chocolate,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Make hot chocolate (preferably using water) according to instructions. Mix in Rumple Minze and enjoy., | 1 Cups(s): Hot Chocolate |: Peppermint Liqueur,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2684,Hot Irish 2,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Add cloves to the lemon. Pour into a heat-proof goblet. sweeten with white sugar (to taste). and serve., | 1.5 oz: Irish Whiskey | 4 oz: Hot Water | 0.5 Pint(s): Lemon |: Cloves | 1 tsp: Sugar,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2685,Heated Cape Cod,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour both ingredients into a saucepan and heat gently. Pour into an old-fashioned glass. and serve., | 1 oz: Vodka | 4 oz: Cranberry Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2686,Honeydew Martini,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour the Vodka. melon liqueur and triple sec into a cocktail shaker half-filled with cracked ice.Shake well. and strain into a chilled cocktail glass.Garnish with a twist of lemon and serve., | 3 oz: Vodka | 0.5 oz: Melon Liqueur | 0.5 oz: Triple Sec,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2687,Happily Ever After,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour all ingredients into an old-fashioned glass. stir and serve., | 1 oz: Peach Schnapps | 1 oz: Cranberry Juice | 1 oz: Ginger Ale,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2688,Hairy Berry,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour the jagermeister. Schnapps - Peach Schnapps and cranberry juice into a cocktail shaker half-filled with ice cubes. Shake well. and strain into an old-fashioned glass. Top with 7-up. and serve., | 1 oz: Herbal Liqueur | 1 oz: Peach Schnapps | 1.5 oz: Cranberry Juice | 1 Splash(s): Lemonade,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2689,Alto Parlarle,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Add sherbet and Cointreau to a chilled white wine glass. Top with a cold italian dry sparkling wine. and finally. add a bit of grenadine on top., | .5 oz: Orange Liqueur | 4 - 6 oz: Red Sparkling Wine | 1 Dash(s): Grenadine Syrup | 1 oz: Orange Sherbet,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2690,Hoffman House Martini,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Stir ingredients together with cracked ice in a mixing glass. Strain into a chilled cocktail glass. Garnish with an olive and serve., | 4 oz: Gin | .5 oz: Dry Vermouth | 4 Dash(s): Orange Bitters,Calories: 292kcal | Carbohydrates: 0.1g | Sodium: 1mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2691,Hilgert Cocktail,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!","Pour vermouth, Gin, maraschino, grapefruit juice and bitters into a cocktail shaker half-filled with ice cubes. Shake well, strain into a cocktail glass and serve.", | 1 Shot(s): Dry Vermouth | 3/4 Shot(s): Gin | 1/2 tsp: Maraschino Liqueur | 1 tsp: Grapefruit Juice | 1 Dash(s): Bitters,Calories: 97kcal | Carbohydrates: 2g | Protein: 0.03g | Fat: 0.01g | Saturated Fat: 0.002g | Polyunsaturated Fat: 0.004g | Monounsaturated Fat: 0.001g | Sodium: 2mg | Potassium: 8mg | Sugar: 2g | Vitamin C: 1.7mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2692,Harry Denton Martini,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake and strain into a cocktail glass., | 1 .25 oz: Gin | .5 oz: Herbal Liqueur,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2693,Hazelnut Martini,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Combine ingredients with ice in a mixing glass. Strain into a chilled cocktail glass. and serve., | 1 oz: Vodka | .5:oz: Hazelnut Liqueur,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2694,Hazelnut Mudslide Cocktail,"The hazelnut mudslide is based off the a very popular Mudslide cocktail, Its like a chocolate milkshake for grown ups.","Combine ingredients with ice in a cocktail shaker, shake and strain into a chilled cocktail glass and serve..", | 2 oz: Irish Cream | 1 oz: Hazelnut Liqueur | 1 oz: Vodka | .5 oz: Coffee Liqueur,Calories: 301kcal | Carbohydrates: 19g | Protein: 9g | Fat: 9g | Saturated Fat: 6g | Polyunsaturated Fat: 0.02g | Monounsaturated Fat: 0.003g | Cholesterol: 217mg | Sodium: 54mg | Potassium: 4mg | Sugar: 16g,https://www.youtube.com/embed/ecQ90N0hJxQ?feature=oembed
2695,Harlem Nights Cocktail,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Fill a shaker with ice cubes. Add all ingredients.Shake and strain into a chilled highball glass filled with ice cubes.Garnish with a maraschino berry and orange., | 3 oz: Coconut Rum | 3 oz: Tequila | 2 oz: Coffee Liqueur | 1 splash: Peach Schnapps | 1 splash: Pineapple Juice | 1: Maraschino Cherry | 1 slice: Orange(s),Calories: 591kcal | Carbohydrates: 49g | Protein: 0.2g | Fat: 0.2g | Saturated Fat: 0.1g | Polyunsaturated Fat: 0.1g | Monounsaturated Fat: 0.02g | Sodium: 29mg | Potassium: 48mg | Fiber: 0.2g | Sugar: 32g | Vitamin A: 20IU | Vitamin C: 11.6mg | Calcium: 3mg | Iron: 0.1mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2696,Hot buttered rum,"It's a perfect drink for autumn or winter. It belongs next to a nice fire, or out on the deck on a crisp, clear evening. It would even work around a campfire. Whatever the setting, a Hot Buttered Rum makes you feel more cozy.","Put the cinnamon stick, lemon peel and rum in a mug. Fill it with boiling waterFloat the butter on top, then stir it in.", | 2 oz: Dark Rum | 1 teaspoon: Butter | 1 slice: Lemon |: Hot Water |: Cinnamon Stick,Calories: 174kcal | Carbohydrates: 1g | Protein: 0.1g | Fat: 4g | Saturated Fat: 3g | Polyunsaturated Fat: 0.2g | Monounsaturated Fat: 1g | Cholesterol: 11mg | Sodium: 4mg | Potassium: 13mg | Fiber: 0.2g | Sugar: 0.2g | Vitamin A: 100IU | Vitamin C: 5mg | Calcium: 1mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2697,Hot Totty Cocktail,"A Hot Toddy, also sometimes referred to as a Hot Totty, is quite the versatile drink. While it is always served hot, its ingredients, as well as its uses, vary.  A Hot Toddy is the perfect drink to warm your bones when the weather is chilly.
Various other ingredients can also be added. Brown spices, such as cloves or cinnamon, citrus fruit, and even butter have been known ingredients. Even hot water and warmed lemonade have been used to create a tasty Toddy.
Hot Toddy drinks have a history as being a cure for the flu and the common cold. Many would consume the warm beverage prior to going to bed when the weather was cold and wet in hopes of curing what ailed them or fighting off a new ailment. However, recent studies have shown that alcoholic beverages aren't recommended to cure an illness, and can actually cause dehydration.",Heat the brandy until warmPour into a coffee mug and add a lemon wedge., | 1 Cup::Brandy | 1 wedge: Lemon,Calories: 578kcal | Carbohydrates: 1g | Protein: 0.1g | Fat: 0.02g | Saturated Fat: 0.003g | Polyunsaturated Fat: 0.01g | Monounsaturated Fat: 0.001g | Potassium: 19mg | Fiber: 0.2g | Sugar: 0.2g | Vitamin C: 5mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2698,Haymitchs Hooch cocktail,Be sure to check out the rest of our Hunger Games cocktails & Drinks,"Combine tequila, dry vermouth, sweet vermouth, lemon juice and Italian Amaro in a highball glass.Mix well and strain into your cocktail glass.Top with ginger ale and stir gently with a bar spoonGarnish with mint.", | 2 oz: Silver Tequila | .5 oz: Dry Vermouth | .5 oz: Sweet Vermouth | .5 oz: Lemon Juice | .5 oz: Italian Amaro | 3 oz: ginger Ale |: Mint leaves,Calories: 210kcal | Carbohydrates: 46g | Protein: 0.1g | Sodium: 8mg | Potassium: 32mg | Fiber: 0.1g | Sugar: 9g | Vitamin C: 9.1mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2699,Haymitch's Grassy Knoll Cocktail,Be sure to check out the rest of our Hunger Games cocktails & Drinks,"In a cocktail shaker muddle Lemon Grass, Ginger and Sugar syrup.Add Vodka and Ice.Shake and strain into your rocks glass.Top with a splash of club soda and a splash of lemon juice.Garnish with lemon grass.", | 2 oz: Bison Grass Vodka | 5 cubes: Lemon Grass | 5 Cubes: Ginger | .5 oz: Sugar Syrup | 1 dash: Lemon Juice | 1 splash: Club Soda,Calories: 122kcal | Carbohydrates: 31g | Protein: 2g | Fat: 1g | Saturated Fat: 0.1g | Polyunsaturated Fat: 0.2g | Monounsaturated Fat: 0.1g | Sodium: 11mg | Potassium: 743mg | Fiber: 0.04g | Sugar: 5g | Vitamin C: 9.9mg | Calcium: 60mg | Iron: 8.1mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2700,Amaretto Cruise,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Put everything into a blender with ice. Blend. adding ice until smooth. Serve in a tall glass., | .5 oz: Almond Liqueur | .5 oz: Rum | .5:oz: Peach Schnapps | 2 oz: Cranberry Juice | 1 oz: Cream | 2 oz: Orange Juice | 1 oz: Sours,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2701,Halloween Pumpkin Cooler,The world's most awesome Halloween beer cooler ever!,Cut the top off your large pumpkin and gut it as you usually would.With a beer bottle as a template draw a circle for each of the beers on the out side of your pumpkin.Cut each of the holes and put a beer in each.Fill with dry ice and add a little water for a smokey effect., | 1 Large: Pumpkin | 24: Beers |: Dry Ice,Calories: 1kcal,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2702,Han Solo Cocktail,Don't forget to check out the rest of our Star Wars Cocktails,In a highball glass with ice.Build drink over ice in order and top with 101 Whiskey., | .75 oz: Vodka | .75 oz: Gin | .75 oz: Triple Sec | .75 oz: Rum | 1 oz: Bourbon Whiskey | 2 oz: Sweet and Sour | 1 oz: 101 Whiskey,Calories: 306kcal | Carbohydrates: 8g | Potassium: 2mg | Sugar: 8g,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2703,Harrison Ford Cocktail,Don't forget to check out the rest of our Star Wars Cocktails,Add ingredients to your rocks glass over ice., | 1.5 oz: Coffee Liqueur | 3 oz: Irish Cream | 2.25 oz: Vodka,Calories: 575kcal | Carbohydrates: 39g | Protein: 14g | Fat: 14g | Saturated Fat: 8g | Polyunsaturated Fat: 0.05g | Monounsaturated Fat: 0.01g | Cholesterol: 326mg | Sodium: 83mg | Potassium: 13mg | Sugar: 34g,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2704,Holy Water Cocktail #2,If you like this you might also like the Holy Water Cocktail another cocktail with the same name.,"Add Vodka, Triple Sec, Light Rum into a rocks glass with ice.Top with tonic water and a dash of grenadine.", | 2 oz: Vodka | 1 oz: Triple Sec | 1 oz: Light Rum | 1 dash: Grenadine Syrup | Top with: Tonic Water,Calories: 347kcal | Carbohydrates: 23g | Sodium: 11mg | Potassium: 4mg | Sugar: 21g,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2705,Holy Water Cocktail,If you like this cocktail you might also like the Holy Water #2 Cocktail with the same name.,Add Blue Curacao and Raspberry Liqueur to your cocktail glass.Top with lemonade (Sprite), | 1 oz: Blue Curacao Liqueur | 1 oz: Raspberry Liqueur | 3 oz: Lemonade - (Sprite),Calories: 210kcal | Carbohydrates: 27g | Sodium: 17mg | Sugar: 25g,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2706,Hear Me Roar Cocktail,Support the Lannister Family with this Mango treat. Don't forget to check out our other Game of Thrones Cocktails.,"GarnishPour the water, syrup and sugar into a small saucepan or microwave.Heat on low heat until the mixture turns into a thick caramel (do not mix!).Put the edges of the glass in the syrup. Take it out, holding the glass upside down for a moment, and then put it aside and let it completely solidify.",Cocktail | 20 ml: Grenadine Syrup | 100 ml: Mango Puree | 70 ml: White Rum,Calories: 158kcal | Carbohydrates: 33g | Protein: 0.1g | Fat: 0.2g | Saturated Fat: 0.0004g | Polyunsaturated Fat: 0.004g | Monounsaturated Fat: 0.001g | Sodium: 5mg | Potassium: 3mg | Fiber: 0.3g | Sugar: 27g,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2707,Hive Five Mojito,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!","Build Scotch, Lime Juice, mint leaves and honey and muddle the mint.Make sure the honey has combined and softened.Add crushed ice and mix gentlyPour into your cocktail glass and top with ginger ale.", | 50 ml: Scotch Whiskey | 20 ml: Lime Juice | 12-16: Mint Leaves | 12.5 ml: Honey |: Giner Ale,Calories: 195kcal | Carbohydrates: 19g | Protein: 0.1g | Fat: 0.01g | Saturated Fat: 0.001g | Polyunsaturated Fat: 0.01g | Monounsaturated Fat: 0.001g | Sodium: 6mg | Potassium: 38mg | Fiber: 0.1g | Sugar: 18g | Vitamin C: 8.3mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2708,HARD GINGER ALE,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Add Vanilla Whisky to an ice-filled highball glassAdd Ginger Ale and stir, | 1 oz: Vanilla Whisky | 4 oz: Ginger Ale,Calories: 106kcal | Carbohydrates: 10g | Sodium: 7mg | Sugar: 10g,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2709,Mason Jar Iced Irish Coffee,"Spring is officially iced coffee season, but it’s also the perfect time for cocktails — so combine the two and make yourself a delicious iced Irish coffee!","Optional: chocolate syrup, mint, whipped creamCombine coffee, simple syrup, cream liqueur, and whiskey in a cocktail shaker with ice. Shake vigorously, then pour into Mason jar full of ice. Pour heavy cream into Mason jar and stir to combine.", | 4 oz.: coffee | 1 tbsp.: simple syrup | 1½ oz.: Irish cream liqueur | 1 oz.: Irish whiskey | 1 oz.: heavy cream,Calories: 210kcal | Carbohydrates: 12g | Protein: 1g | Fat: 11g | Saturated Fat: 7g | Cholesterol: 39mg | Sodium: 22mg | Potassium: 86mg | Sugar: 11g | Vitamin A: 417IU | Vitamin C: 1mg | Calcium: 23mg | Iron: 1mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2710,Seamstress Irish Coffee,"What’s not to love? Exact proportions and types of whiskey, sugar, and cream preparations can vary slightly, but when done right, it’s delicious.","In a heatproof Georgian glass, add Irish Whiskey, Demerara simple syrup and coffee.Leave room at the top for the heavy cream.Stir gently.Float a thin layer of cream on top.Garnish with a healthy grating of fresh cinnamon.", | 1 3/4 oz: Irish Whiskey | 1/2 oz: Demerara Syrup | 2 1/2 oz: Hot Coffee | 1 oz: Cream - (float),Calories: 260kcal | Carbohydrates: 11g | Protein: 1g | Fat: 10g | Saturated Fat: 7g | Cholesterol: 39mg | Sodium: 19mg | Potassium: 31mg | Sugar: 10g | Vitamin A: 417IU | Vitamin C: 1mg | Calcium: 20mg | Iron: 1mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2711,Amaretto Kirsch,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake ingredients with ice and strain into glass., | 2 oz: Almond Liqueur | 3 oz: Cherry Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2712,Irish Vanilla Coffee,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour into a coffee mug 4 oz. of coffee. Add 1.5 oz. each of Bailey`s Irish Cream and Absolut Vanilla Vodka. Stir lightly and top. if desired. whipped cream., | 1.5 oz: Irish Cream | 1.5 oz: Vanilla Vodka | 4 oz: Coffee | .5 - 1 oz: Whipped Cream,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2713,Irish Trash Can Cocktail,"The Irish Trash Can is a popular green drink especially around St Patrick's Day. This cocktail is a bright green cocktail made with a large mix of liquor and Red Bull. The blue curacao and the energy drink are the secret to turning the drink green. It sounds like it wont taste any good, but its actually quite drinkable. the Irish Trash Can is a modern classic.The original trash can drinks came into being at college parties. Everyone brought whatever liquor they had lying around and added it to a large container, such as a plastic bin or small garbage can.","In your cocktail glass add blue curacao, then some ice.Add vodka and gin, then rum and triple sec then peach schnappsAdd ice and turn a can of red bull upside down in the glass.", | 1 oz: Blue Curacao Liqueur | .5 oz: Vodka | .5 oz: Rum | .5 oz: Gin | .5 oz: Triple Sec | .5 oz: Peach Schnapps |: Energy Soda - (Red Bull),Calories: 349kcal | Carbohydrates: 38g | Protein: 1g | Fat: 0.1g | Sodium: 167mg | Potassium: 7mg | Sugar: 34g,https://www.youtube.com/embed/g5h5Nl413fo?feature=oembed
2715,Italian Sunrise 2,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Blend until slushy. pour and enjoy., | 6 oz: Herbal Liqueur | 2 oz: Banana Liqueur | 2 oz: Triple Sec | .5 Cup(s): Cream |: Orange Juice |: Ice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2716,Isle of Pines,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour over ice cubes in a large highball glass. stir. and serve., | 1.5 oz: White Rum | 2 oz: Grapefruit Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2717,Italian Ice,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake well and serve with crushed ice., | 1 oz: Vodka | 1 oz: Blue Curacao Liqueur | 1 oz: Raspberry Liqueur | 1 oz: Sours | 2 oz: Lemonade,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2718,The Incredible Hulk,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Add captain morgan to glass. Add sugar. Add mountain dew until the mix turns green., | 2 oz: Spiced Rum | 1 tbsp: Sugar | 2 Litre(s): Citrus Soda,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2719,Indifferent Miss,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour the rum. lime juice and simple syrup into a highball glass.5 filled with ice cubes. Stir well. Top with club soda. stir gently. and serve., | 3/4 oz: Spiced Rum | 3/4 oz: Lime Juice | 1 tsp: Sugar Syrup | 3 oz: Club Soda,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2720,Island Toy,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour all ingredients into a highball glass filled with ice cubes. Stir well. and serve., | 1 oz: Spiced Rum | 1/4 oz: Peach Liqueur | 1/4 oz: Lime Juice | 4 oz: Apple Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2721,Irish Wake,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour orange juice over ice into a collins glass. Add rums and stir. Then add blue curacao and top with a red and a green cherry., | 1 oz: Gold Rum | 1 oz: OP Rum | 1 oz: Blue Curacao Liqueur | 8 oz: Orange Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2722,Amazon Street Lemonade,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Fill glass with ice. Add 2 oz Vodka and fill the glass with lemonade., |: Ice | 2 oz: Vodka |: Lemonade,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2723,Irish Cactus,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour irish cream and tequila over ice and stir., | 2 oz: Irish Cream | 1 oz: Tequila,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2724,Italian Stallion 2,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour sambuca into a cocktail shaker filled with ice. Add Absolut Citron and orange juice. and shake well. Strain into a chilled cocktail/martini glass. garnish with a twist of orange peel. (To rim the glass with lemon and sugar is optional.) Serve., | 1 oz: Sambuca | 2 oz: Orange Juice | 1 oz: Citrus Vodka,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2725,Italian Bulldog,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake Galliano herbal liqueur. Kahlua coffee liqueur and milk together in a cocktail shaker. Strain into a chilled cocktail glass. Add Coca-cola. and serve., | 1.5 oz: Herbal Liqueur | 1.5 oz: Coffee Liqueur | 1 oz: Milk | 1 Splash(s): Cola,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2726,Iron Bar Sling,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake. strain into an ice-filled highball glass. and serve., | 1 oz: Gin | 1 oz: Cherry Brandy | 1/3 oz: Peach Liqueur | 2 oz: Orange Juice | 1 oz: Lime Juice | 1 oz: Apple Juice | 1/4 oz: Grenadine Syrup,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2727,Irish Dawg,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Put Vodka in first. then add the bailey`s and cream. Lightly stir and serve., | 1 oz: Vodka | 1.5 oz: Irish Cream | 1.5 oz: Light Cream,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2728,Irish Orgasm,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Mix ingredients and pour over ice., | 2 oz: Butterscotch Schnapps | 2 oz: Cream | 4 oz: Orange Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2729,Is Paris Burning,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Stirred. not shaken. Rocks acceptable. Fresh raspberry optional., | 2 oz: Brandy | 1 oz: Raspberry Liqueur,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2730,Irish Griep,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Fill an old-fashioned glass with ice. Add blue curacao and sour mix. Top off with cola. Stir until a greenish/blue mixture is obtained., | 2 oz: Blue Curacao Liqueur | 2.5 oz: Sours |: Cola |: Ice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2731,Irish Lady,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Almost fill a champagne flute with champagne. Add midori and orange juice. and serve., | 1 oz: Melon Liqueur | 3 oz: Champagne | 1 oz: Orange Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2732,Irish Curdling Cow,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour irish cream. Vodka. and bourbon into a highball glass. Add some ice and mix in the orange juice., | 3/4 oz: Irish Cream | 3/4 oz: Bourbon Whiskey | 3/4 oz: Vodka | 2-3 oz: Orange Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2733,Amarita,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour Amaretto and margarita mix over ice. Stir well and serve., | 2 oz: Almond Liqueur | 6 oz: Margarita Mix |: Ice Cubes,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2734,Irish Chocolate Milk,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Put a few ice cubes into a highball glass. Add shot of Bailey`s and the half-shot of Creme de Cacao. Stir together before adding the milk. then add the rest., | 2 oz: Irish Cream | 1 oz: Dark Creme De Cacao | 5 oz: Milk,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2735,Irish Cow,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Use a small saucepan to heat the ingredients. and serve in a coffee mug. Top with nutmeg if desired., | 2 oz: Irish Cream | 2 oz: Milk,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2736,Irish Blackthorn,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour the Irish whiskey. vermouth. Licorice Liqueur and bitters into an old-fashioned glass half-filled with ice cubes. Stir well. and serve., | 1.5 oz: Irish Whiskey | 1.5 oz: Sweet Vermouth | 3 Dash(s): Licorice Liqueur | 3 Dash(s): Bitters,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2737,Irish Whiskey Cocktail,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Stir all ingredients together in a mixing glass half-filled with cracked ice. Strain into a cocktail glass. Garnish the glass with an olive. and serve., | 2 oz: Irish Whiskey | .5 tsp: Triple Sec | .5 tsp: Licorice Liqueur | 1/4 tsp: Maraschino Liqueur | 1 Dash(s): Bitters,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2738,Irish Mint,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour the milk first and then the irish cream - the parts are only guesses. I tend to go by color. You want a creamy beige that has only a slight hint of alcohol. Add just enough creme de menthe so as to turn the drink slightly green. Stir it up and serve, | 3 Part(s): Irish Cream | 1 Part(s): Green Creme De Menthe | 6 Part(s): Milk,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
